date,symbol,opening_price,highest_price,lowest_price,closing_price,trading_volume,adjusting_factor
2014-02-10,AAL.L,1487.5,1506.5,1477.76,1501.0,4849090.0,1
2014-02-11,AAL.L,1506.5,1531.5,1501.5,1526.0,4998694.0,1
2014-02-12,AAL.L,1539.5,1565.0,1535.0,1541.0,6668018.0,1
2014-02-13,AAL.L,1546.5,1559.5,1499.0,1533.5,9503496.0,1
2014-02-14,AAL.L,1545.5,1564.0,1509.5,1519.5,8282991.0,1
2014-02-17,AAL.L,1531.0,1554.5,1518.5,1552.0,7007237.0,1
2014-02-18,AAL.L,1553.0,1593.0,1524.0,1587.0,8943851.0,1
2014-02-19,AAL.L,1587.0,1589.5,1563.0,1589.0,6080185.0,1
2014-02-20,AAL.L,1550.0,1560.0,1526.0,1554.0,9443031.0,1
2014-02-21,AAL.L,1560.0,1570.0,1530.5,1560.5,10771710.0,1
2014-02-24,AAL.L,1553.0,1553.0,1523.5,1533.5,5545653.0,1
2014-02-25,AAL.L,1533.5,1533.5,1480.0,1500.5,8109408.0,1
2014-02-26,AAL.L,1495.5,1513.0066,1484.0,1494.0,4623829.0,1
2014-02-27,AAL.L,1495.0,1515.0,1475.0,1511.5,5125663.0,1
2014-02-28,AAL.L,1508.5,1531.0,1498.0,1531.0,6794765.0,1
2014-03-03,AAL.L,1490.5,1509.5,1478.35,1478.5,6821438.0,1
2014-03-04,AAL.L,1492.0,1515.0,1479.0,1502.5,3880379.0,1
2014-03-05,AAL.L,1500.0,1526.0,1492.0,1520.0,5286095.0,1
2014-03-06,AAL.L,1531.5,1574.5,1530.0,1565.0,4532858.0,1
2014-03-07,AAL.L,1557.5,1558.5,1455.5,1462.5,8854110.0,1
2014-03-10,AAL.L,1450.0,1452.0,1415.0,1433.0,5835957.0,1
2014-03-11,AAL.L,1437.5,1466.5,1426.0,1435.5,5100344.0,1
2014-03-12,AAL.L,1422.5,1430.5,1409.0,1419.5,5763243.0,1
2014-03-13,AAL.L,1432.0,1442.0,1410.5,1411.5,4783175.0,1
2014-03-14,AAL.L,1391.0,1434.0,1387.0,1423.0,5569657.0,1
2014-03-17,AAL.L,1428.0,1479.0,1427.0,1461.5,5364874.0,1
2014-03-18,AAL.L,1459.0,1483.0,1438.5,1467.5,4421047.0,1
2014-03-19,AAL.L,1439.5,1449.5,1388.5,1388.5,4929222.0,1
2014-03-20,AAL.L,1382.5,1417.0,1374.5,1411.5,5113891.0,1
2014-03-21,AAL.L,1413.0,1454.0,1406.5,1439.5,6670495.0,1
2014-03-24,AAL.L,1440.0,1463.0,1433.0,1440.0,21699437.0,1
2014-03-25,AAL.L,1453.0,1498.5,1453.0,1498.0,4795674.0,1
2014-03-26,AAL.L,1507.5,1522.5,1481.5,1489.0,4889501.0,1
2014-03-27,AAL.L,1478.5,1487.0,1459.0,1487.0,3247616.0,1
2014-03-28,AAL.L,1499.5,1533.5,1496.5,1509.0,4078424.0,1
2014-03-31,AAL.L,1517.0,1546.0,1515.0,1526.5,5388725.0,1
2014-04-01,AAL.L,1541.0,1552.5,1518.0,1521.5,3312812.0,1
2014-04-02,AAL.L,1535.706,1560.0,1529.0,1544.0,3538120.0,1
2014-04-03,AAL.L,1537.5,1547.5,1505.0,1516.5,4490811.0,1
2014-04-04,AAL.L,1517.0,1573.0,1517.0,1565.0,4322444.0,1
2014-04-07,AAL.L,1547.5,1583.5,1537.943,1554.0,4575571.0,1
2014-04-08,AAL.L,1563.5,1585.0,1539.5,1577.0,5690243.0,1
2014-04-09,AAL.L,1578.0,1594.5,1555.5,1558.0,5530257.0,1
2014-04-10,AAL.L,1567.5,1592.5,1541.5,1548.5,4745768.0,1
2014-04-11,AAL.L,1530.0,1554.0,1516.5,1537.0,5684954.0,1
2014-04-14,AAL.L,1531.0,1543.65,1506.0,1543.5,7121618.0,1
2014-04-15,AAL.L,1542.0,1543.0,1504.5,1514.0,6265872.0,1
2014-04-16,AAL.L,1530.5,1542.0,1506.0,1538.5,3908104.0,1
2014-04-17,AAL.L,1545.0,1550.0,1512.5,1547.0,3220583.0,1
2014-04-22,AAL.L,1545.0,1548.5,1520.5,1538.5,4323369.0,1
2014-04-23,AAL.L,1539.0,1551.0,1523.5,1547.0,6690416.0,1
2014-04-24,AAL.L,1580.0,1605.5,1555.5,1566.5,4207522.0,1
2014-04-25,AAL.L,1552.0,1562.5,1519.0,1533.0,3856419.0,1
2014-04-28,AAL.L,1533.0,1533.0,1510.0,1519.0,3416700.0,1
2014-04-29,AAL.L,1516.5,1542.65,1505.5,1542.5,5498309.0,1
2014-04-30,AAL.L,1535.0,1582.5,1525.5,1582.0,5583133.0,1
2014-05-01,AAL.L,1583.5,1589.5,1548.0,1564.5,1069419.0,1
2014-05-02,AAL.L,1562.0,1580.0,1550.5,1565.0,3272873.0,1
2014-05-06,AAL.L,1564.5,1571.5,1529.0,1542.5,3758521.0,1
2014-05-07,AAL.L,1537.5,1567.58,1532.0,1567.5,2783656.0,1
2014-05-08,AAL.L,1576.0,1594.5,1574.0,1589.0,3747673.0,1
2014-05-09,AAL.L,1590.0,1613.0635,1578.0,1604.0,4114679.0,1
2014-05-12,AAL.L,1627.5,1648.0,1619.5,1641.5,6643375.0,1
2014-05-13,AAL.L,1651.0,1678.5,1627.0,1637.5,4928923.0,1
2014-05-14,AAL.L,1645.0,1649.0,1623.5,1641.5,3563430.0,1
2014-05-15,AAL.L,1625.0,1645.0,1598.0,1608.0,6286893.0,1
2014-05-16,AAL.L,1600.0,1602.5,1540.5,1561.5,5683994.0,1
2014-05-19,AAL.L,1560.0,1573.012695,1544.0,1565.5,4794210.0,1
2014-05-20,AAL.L,1568.0,1570.0,1529.0,1533.0,9204190.0,1
2014-05-21,AAL.L,1529.0,1547.5,1508.5,1546.5,3395863.0,1
2014-05-22,AAL.L,1558.5,1570.6415,1536.0,1538.0,2702111.0,1
2014-05-23,AAL.L,1542.5,1576.5,1527.0,1573.5,3380660.0,1
2014-05-27,AAL.L,1588.5,1588.5,1554.5,1557.0,3580254.0,1
2014-05-28,AAL.L,1557.5,1562.0,1519.5,1527.5,3682450.0,1
2014-05-29,AAL.L,1526.0,1547.0,1521.5,1545.0,2516120.0,1
2014-05-30,AAL.L,1530.0,1530.0,1453.0,1457.5,6300290.0,1
2014-06-02,AAL.L,1471.5,1496.0,1470.5,1491.5,3649271.0,1
2014-06-03,AAL.L,1486.0,1489.0,1455.0,1458.0,3568456.0,1
2014-06-04,AAL.L,1454.0,1479.5,1425.0,1461.0,4727424.0,1
2014-06-05,AAL.L,1459.0,1473.0,1440.61,1454.0,4840920.0,1
2014-06-06,AAL.L,1459.0,1466.5,1450.5,1465.0,2728421.0,1
2014-06-09,AAL.L,1469.5,1486.5,1463.5,1471.5,1739429.0,1
2014-06-10,AAL.L,1468.0,1468.0,1442.5,1452.0,4034800.0,1
2014-06-11,AAL.L,1451.0,1466.0,1448.5,1464.5,4678680.0,1
2014-06-12,AAL.L,1431.5,1435.5,1404.0,1418.0,7231943.0,1
2014-06-13,AAL.L,1415.5,1432.0,1393.5,1410.0,4680738.0,1
2014-06-16,AAL.L,1404.5,1436.5,1404.5,1422.0,2521514.0,1
2014-06-17,AAL.L,1428.5,1429.5,1397.0,1422.0,5906120.0,1
2014-06-18,AAL.L,1429.0,1440.375,1416.0,1437.5,3515774.0,1
2014-06-19,AAL.L,1459.0,1475.0,1451.5,1451.5,3300792.0,1
2014-06-20,AAL.L,1448.0,1473.5,1445.0,1456.5,5112202.0,1
2014-06-23,AAL.L,1465.0,1486.0,1462.0,1470.5,3931239.0,1
2014-06-24,AAL.L,1474.5,1477.5,1452.5,1457.0,2580200.0,1
2014-06-25,AAL.L,1444.0,1449.0,1417.5,1427.5,3102447.0,1
2014-06-26,AAL.L,1435.0,1444.5,1423.5,1428.0,3153579.0,1
2014-06-27,AAL.L,1426.5,1439.0,1419.575,1431.0,2087752.0,1
2014-06-30,AAL.L,1438.0,1449.0,1425.0,1430.0,2734600.0,1
2014-07-01,AAL.L,1447.5,1493.0,1439.0,1487.0,5581416.0,1
2014-07-02,AAL.L,1487.5,1500.0,1471.0,1485.0,4027609.0,1
2014-07-03,AAL.L,1482.5,1530.0,1477.5,1525.0,6855861.0,1
2014-07-04,AAL.L,1525.0,1525.0,1510.0,1521.0,2967528.0,1
2014-07-07,AAL.L,1518.0,1526.0,1503.49,1510.0,5288769.0,1
2014-07-08,AAL.L,1515.5,1521.5,1499.5,1500.5,4723365.0,1
2014-07-09,AAL.L,1504.0,1519.0,1498.5,1505.0,4441975.0,1
2014-07-10,AAL.L,1501.5,1509.5,1484.5,1489.5,5810525.0,1
2014-07-11,AAL.L,1489.5,1491.5,1467.0,1479.0,3564509.0,1
2014-07-14,AAL.L,1490.5,1513.5,1482.0,1501.5,3760250.0,1
2014-07-15,AAL.L,1501.5,1528.0,1496.0,1514.0,4173041.0,1
2014-07-16,AAL.L,1520.0,1568.0,1510.5,1564.0,8050395.0,1
2014-07-17,AAL.L,1551.0,1559.5,1526.0,1539.0,4553561.0,1
2014-07-18,AAL.L,1532.5,1541.5,1521.0,1537.0,4332380.0,1
2014-07-21,AAL.L,1540.0,1556.4916,1535.0,1545.5,3582347.0,1
2014-07-22,AAL.L,1556.0,1600.5,1555.0,1600.5,7143132.0,1
2014-07-23,AAL.L,1600.0,1614.5,1583.5,1597.0,4764355.0,1
2014-07-24,AAL.L,1594.5,1601.0,1569.5,1585.0,4391801.0,1
2014-07-25,AAL.L,1593.0,1651.0,1583.0,1639.5,7629897.0,1
2014-07-28,AAL.L,1636.0,1662.0,1619.5,1633.0,4559777.0,1
2014-07-29,AAL.L,1641.5,1656.5,1636.5,1648.0,4198485.0,1
2014-07-30,AAL.L,1650.0,1653.5,1620.5,1629.0,3324897.0,1
2014-07-31,AAL.L,1628.0,1634.0,1593.5,1599.0,4289403.0,1
2014-08-01,AAL.L,1593.5,1593.5,1550.0,1580.0,4852710.0,1
2014-08-04,AAL.L,1599.5,1599.5,1574.5,1585.0,2890813.0,1
2014-08-05,AAL.L,1599.5,1602.5,1562.0,1574.0,3199511.0,1
2014-08-06,AAL.L,1547.5,1570.0,1532.5,1570.0,4314787.0,1
2014-08-07,AAL.L,1571.0,1586.5,1525.0,1528.5,3977134.0,1
2014-08-08,AAL.L,1510.0,1556.0,1503.5,1551.0,13863096.0,1
2014-08-11,AAL.L,1567.0,1608.0,1558.5,1602.5,3984921.0,1
2014-08-12,AAL.L,1591.5,1601.0,1572.0,1586.0,2959042.0,1
2014-08-13,AAL.L,1591.5,1599.0,1566.0,1576.5,4284743.0,1
2014-08-14,AAL.L,1569.5,1591.95,1559.5,1584.0,3233820.0,1
2014-08-15,AAL.L,1597.5,1611.0,1574.5,1577.5,3514366.0,1
2014-08-18,AAL.L,1590.0,1610.5,1588.57,1599.0,2801853.0,1
2014-08-19,AAL.L,1604.5,1620.5,1576.5,1578.5,3422337.0,1
2014-08-20,AAL.L,1580.0,1603.0,1561.5,1594.0,3492938.0,1
2014-08-21,AAL.L,1590.0,1593.0,1567.5,1573.5,2858176.0,1
2014-08-22,AAL.L,1575.5,1580.0,1545.5,1556.5,2485060.0,1
2014-08-26,AAL.L,1575.0,1579.0,1546.0,1577.0,3830112.0,1
2014-08-27,AAL.L,1577.0,1588.5,1552.0,1568.0,2703016.0,1
2014-08-28,AAL.L,1555.5,1555.5,1509.5,1512.5,3766509.0,1
2014-08-29,AAL.L,1520.0,1573.2863,1513.0,1530.0,3338772.0,1
2014-09-01,AAL.L,1530.0,1539.0,1510.0,1523.5,2651483.0,1
2014-09-02,AAL.L,1531.0,1589.5,1531.0,1562.0,7751085.0,1
2014-09-03,AAL.L,1570.0,1583.5,1552.5,1580.0,7230862.0,1
2014-09-04,AAL.L,1582.5,1603.0,1571.0,1593.5,3668153.0,1
2014-09-05,AAL.L,1586.0,1586.5,1556.0,1564.5,5177595.0,1
2014-09-08,AAL.L,1559.0,1569.0,1528.5,1543.5,4578704.0,1
2014-09-09,AAL.L,1544.0,1552.0,1510.5,1527.0,5222438.0,1
2014-09-10,AAL.L,1516.5,1533.669198,1504.7791,1514.5,4198330.0,1
2014-09-11,AAL.L,1517.5,1525.0,1479.0,1495.0,7526715.0,1
2014-09-12,AAL.L,1493.5,1510.0,1473.5,1483.0,4710536.0,1
2014-09-15,AAL.L,1476.5,1496.5,1472.0,1488.5,3767205.0,1
2014-09-16,AAL.L,1507.0,1511.0,1478.5,1497.5,4805273.0,1
2014-09-17,AAL.L,1510.0,1519.0,1493.0,1497.0,3192133.0,1
2014-09-18,AAL.L,1501.5,1506.0,1480.0,1489.5,6449280.0,1
2014-09-19,AAL.L,1488.0,1488.0,1467.5,1472.0,6652984.0,1
2014-09-22,AAL.L,1456.0,1456.0,1417.5,1426.5,5930275.0,1
2014-09-23,AAL.L,1431.5,1439.0,1405.0,1428.5,7616501.0,1
2014-09-24,AAL.L,1434.0,1462.0,1415.0,1461.0,4310915.0,1
2014-09-25,AAL.L,1452.5,1452.5,1391.5,1407.0,8446828.0,1
2014-09-26,AAL.L,1404.0,1414.5,1390.5,1406.5,6561797.0,1
2014-09-29,AAL.L,1400.0,1402.0,1373.0,1384.0,5097366.0,1
2014-09-30,AAL.L,1391.0,1397.0,1369.5,1384.0,5658257.0,1
2014-10-01,AAL.L,1377.0,1382.0,1344.5,1363.5,6403004.0,1
2014-10-02,AAL.L,1363.0,1368.0,1321.5,1327.0,8508272.0,1
2014-10-03,AAL.L,1346.0,1353.5,1301.0,1314.5,5789882.0,1
2014-10-06,AAL.L,1321.5,1360.4,1308.0,1348.0,6800923.0,1
2014-10-07,AAL.L,1375.0,1391.5,1364.5,1375.0,12613403.0,1
2014-10-08,AAL.L,1364.0,1368.0,1329.0,1338.0,7939141.0,1
2014-10-09,AAL.L,1367.0,1376.0,1349.0,1356.0,8112528.0,1
2014-10-10,AAL.L,1340.0,1341.5,1308.0,1325.5,12241484.0,1
2014-10-13,AAL.L,1340.0,1397.0,1332.5,1388.0,11203920.0,1
2014-10-14,AAL.L,1400.0,1430.0,1396.5,1423.0,10130999.0,1
2014-10-15,AAL.L,1426.5,1432.0,1376.0,1383.5,11581805.0,1
2014-10-16,AAL.L,1392.0,1410.5,1330.0,1366.5,13017188.0,1
2014-10-17,AAL.L,1365.0,1378.5,1355.0,1365.0,8651224.0,1
2014-10-20,AAL.L,1370.0,1383.5,1358.0,1364.5,9038049.0,1
2014-10-21,AAL.L,1360.0,1384.5,1349.0,1374.5,5527411.0,1
2014-10-22,AAL.L,1378.0,1381.0,1345.5,1356.5,4735682.0,1
2014-10-23,AAL.L,1362.0,1362.0,1315.5,1340.0,7540437.0,1
2014-10-24,AAL.L,1329.0,1333.0,1302.5,1308.0,5270250.0,1
2014-10-27,AAL.L,1320.0,1333.69,1283.5,1296.5,5105006.0,1
2014-10-28,AAL.L,1305.0,1350.0,1299.5,1344.5,5809725.0,1
2014-10-29,AAL.L,1356.0,1373.5,1348.5,1352.5,4429664.0,1
2014-10-30,AAL.L,1353.5,1353.5,1304.0,1320.5,5267073.0,1
2014-10-31,AAL.L,1338.0,1346.0,1307.0,1316.5,5697719.0,1
2014-11-03,AAL.L,1323.0,1336.0,1309.0,1316.0,4964600.0,1
2014-11-04,AAL.L,1311.5,1336.9151,1303.5,1325.5,5002581.0,1
2014-11-05,AAL.L,1323.5,1329.5,1305.5,1329.5,4724112.0,1
2014-11-06,AAL.L,1318.5,1338.0,1308.5,1329.0,3995677.0,1
2014-11-07,AAL.L,1334.0,1374.5,1333.0,1364.5,4371490.0,1
2014-11-10,AAL.L,1375.5,1394.5,1347.5,1360.5,5346189.0,1
2014-11-11,AAL.L,1354.5,1356.0,1318.05,1342.0,3761437.0,1
2014-11-12,AAL.L,1336.5,1368.0,1330.0,1364.5,3926899.0,1
2014-11-13,AAL.L,1371.5,1372.0,1341.0,1361.0,2687481.0,1
2014-11-14,AAL.L,1358.5,1359.0,1331.5,1355.0,3605843.0,1
2014-11-17,AAL.L,1349.5,1390.0,1348.5,1372.5,3606794.0,1
2014-11-18,AAL.L,1360.0,1376.5,1348.0,1363.0,3586408.0,1
2014-11-19,AAL.L,1346.0,1346.5,1318.5,1323.0,6408228.0,1
2014-11-20,AAL.L,1310.0,1311.1382,1278.0,1293.5,6834519.0,1
2014-11-21,AAL.L,1296.0,1392.5,1286.5,1380.0,11845840.0,1
2014-11-24,AAL.L,1375.0,1375.0,1347.0,1354.0,4167924.0,1
2014-11-25,AAL.L,1345.0,1345.0,1314.5,1329.5,5985135.0,1
2014-11-26,AAL.L,1332.5,1352.5,1331.0,1347.5,3922178.0,1
2014-11-27,AAL.L,1345.0,1376.5,1340.0,1352.0,4847609.0,1
2014-11-28,AAL.L,1345.0,1349.5,1309.25,1321.5,4918020.0,1
2014-12-01,AAL.L,1268.0,1315.0,1252.5,1304.0,7282895.0,1
2014-12-02,AAL.L,1310.0,1341.0,1292.5,1306.5,5566187.0,1
2014-12-03,AAL.L,1306.5,1324.0,1295.5,1320.0,3678641.0,1
2014-12-04,AAL.L,1316.0,1323.0,1275.0,1283.5,7087279.0,1
2014-12-05,AAL.L,1288.5,1288.5,1250.5,1268.0,4843099.0,1
2014-12-08,AAL.L,1251.5,1268.0,1225.0,1244.0,5914102.0,1
2014-12-09,AAL.L,1225.0,1240.9,1210.7319,1223.0,10178978.0,1
2014-12-10,AAL.L,1219.5,1231.5,1203.5,1207.5,6139607.0,1
2014-12-11,AAL.L,1184.0,1205.5,1161.0,1173.0,7219311.0,1
2014-12-12,AAL.L,1160.5,1160.5,1136.0,1136.0,5686792.0,1
2014-12-15,AAL.L,1133.0,1156.0,1098.0,1098.5,6784438.0,1
2014-12-16,AAL.L,1096.5,1138.5,1076.0,1138.0,6960189.0,1
2014-12-17,AAL.L,1122.5,1167.0,1112.0,1157.0,6724264.0,1
2014-12-18,AAL.L,1188.5,1200.5,1159.0,1167.0,7812551.0,1
2014-12-19,AAL.L,1178.5,1198.5,1166.5,1193.0,7246468.0,1
2014-12-22,AAL.L,1201.0,1222.0,1164.751,1173.5,3102987.0,1
2014-12-23,AAL.L,1168.5,1190.0,1151.0,1181.5,2588989.0,1
2014-12-24,AAL.L,1178.0,1184.3226,1175.5,1182.0,432059.0,1
2014-12-29,AAL.L,1191.0,1218.0,1191.0,1214.5,3379375.0,1
2014-12-30,AAL.L,1205.0,1216.5,1197.0,1203.5,1973106.0,1
2014-12-31,AAL.L,1203.5,1211.5,1192.0,1200.5,723228.0,1
2015-01-02,AAL.L,1206.5,1218.0,1175.5,1185.0,2826168.0,1
2015-01-05,AAL.L,1186.0,1203.5,1124.5,1126.5,7334499.0,1
2015-01-06,AAL.L,1132.0,1176.5,1128.0,1155.0,4750164.0,1
2015-01-07,AAL.L,1163.0,1168.5,1141.0,1153.0,3815155.0,1
2015-01-08,AAL.L,1165.5,1184.5,1153.5,1181.0,2964794.0,1
2015-01-09,AAL.L,1177.0,1178.0,1141.0,1152.5,3906198.0,1
2015-01-12,AAL.L,1151.0,1163.5,1126.0,1140.0,3773966.0,1
2015-01-13,AAL.L,1135.0,1154.5,1131.0,1145.5,3877032.0,1
2015-01-14,AAL.L,1098.0,1098.5,1029.0,1042.5,12430889.0,1
2015-01-15,AAL.L,1072.0,1073.5,1033.5,1059.5,8051434.0,1
2015-01-16,AAL.L,1053.0,1103.0,1032.17034,1099.5,6797216.0,1
2015-01-19,AAL.L,1097.0,1105.0,1075.5,1089.5,3948053.0,1
2015-01-20,AAL.L,1097.0,1134.0,1096.0,1121.5,5178750.0,1
2015-01-21,AAL.L,1123.0,1129.5,1099.5,1121.5,4365844.0,1
2015-01-22,AAL.L,1125.5,1170.5,1123.5,1145.0,7844675.0,1
2015-01-23,AAL.L,1155.0,1158.58,1097.5,1103.5,7109136.0,1
2015-01-26,AAL.L,1070.5,1119.0,1060.5,1117.5,5241038.0,1
2015-01-27,AAL.L,1109.5,1125.5,1072.5,1090.0,5286884.0,1
2015-01-28,AAL.L,1122.5,1126.5,1093.5,1115.0,5865552.0,1
2015-01-29,AAL.L,1111.0,1122.5,1091.5,1097.5,5171814.0,1
2015-01-30,AAL.L,1116.0,1134.5,1103.0,1113.0,6466562.0,1
2015-02-02,AAL.L,1119.5,1130.0,1099.0,1124.0,4530280.0,1
2015-02-03,AAL.L,1144.5,1179.5,1142.5,1170.0,13137913.0,1
2015-02-04,AAL.L,1176.5,1187.0,1131.5,1150.0,7234564.0,1
2015-02-05,AAL.L,1141.5,1175.6334,1127.0,1172.0,8543536.0,1
2015-02-06,AAL.L,1165.0,1180.0,1141.5,1145.5,4470424.0,1
2015-02-09,AAL.L,1140.0,1187.18,1136.5,1184.0,4990088.0,1
2015-02-10,AAL.L,1182.0,1182.0,1137.5,1149.0,4823808.0,1
2015-02-11,AAL.L,1140.5,1140.5,1107.0,1123.5,4705497.0,1
2015-02-12,AAL.L,1121.5,1171.0,1121.5,1165.5,5585671.0,1
2015-02-13,AAL.L,1200.0,1213.5,1177.5,1204.5,6752389.0,1
2015-02-16,AAL.L,1210.0,1227.5,1199.5,1220.5,3950985.0,1
2015-02-17,AAL.L,1208.0,1277.5884,1202.5,1235.0,7222422.0,1
2015-02-18,AAL.L,1242.0,1262.0,1211.5,1259.0,8209513.0,1
2015-02-19,AAL.L,1250.5,1250.5,1203.0,1223.0,7347765.0,1
2015-02-20,AAL.L,1225.0,1254.0,1222.0,1246.5,5011521.0,1
2015-02-23,AAL.L,1248.0,1248.0,1192.5,1198.0,4847427.0,1
2015-02-24,AAL.L,1206.0,1247.0,1189.0,1237.0,5487892.0,1
2015-02-25,AAL.L,1239.0,1245.0,1215.0,1225.0,4104289.0,1
2015-02-26,AAL.L,1220.5,1256.5,1215.5,1218.0,5323315.0,1
2015-02-27,AAL.L,1219.0,1227.625,1204.0,1210.0,4030741.0,1
2015-03-02,AAL.L,1217.0,1241.0,1189.82,1201.0,4512153.0,1
2015-03-03,AAL.L,1198.0,1210.5,1185.5,1204.5,4545614.0,1
2015-03-04,AAL.L,1202.5,1209.0,1162.0,1167.0,6275042.0,1
2015-03-05,AAL.L,1165.0,1178.0,1140.5,1164.5,5490280.0,1
2015-03-06,AAL.L,1157.0,1158.0,1131.5,1136.0,5696960.0,1
2015-03-09,AAL.L,1116.5,1138.5,1111.0,1138.0,5183092.0,1
2015-03-10,AAL.L,1122.5,1130.5,1081.0,1081.5,9667248.0,1
2015-03-11,AAL.L,1086.0,1103.0,1062.5,1085.5,6960693.0,1
2015-03-12,AAL.L,1101.5,1120.0,1078.0,1079.0,11502438.0,1
2015-03-13,AAL.L,1082.0,1088.0,1043.0,1055.0,6917444.0,1
2015-03-16,AAL.L,1063.0,1069.8965,1041.5,1055.5,6381844.0,1
2015-03-17,AAL.L,1060.0,1074.0,1049.5,1071.5,7677869.0,1
2015-03-18,AAL.L,1069.5,1079.5,1056.0,1069.5,6707412.0,1
2015-03-19,AAL.L,1055.0,1108.5,1042.5,1046.0,8425487.0,1
2015-03-20,AAL.L,1052.5,1108.5,1025.0,1100.5,11955546.0,1
2015-03-23,AAL.L,1107.5,1116.0,1080.0,1114.0,9751005.0,1
2015-03-24,AAL.L,1106.0,1125.5,1092.0,1093.5,5511065.0,1
2015-03-25,AAL.L,1090.0,1109.5,1090.0,1104.5,4312219.0,1
2015-03-26,AAL.L,1101.5,1124.0,1069.0,1076.5,7624035.0,1
2015-03-27,AAL.L,1073.0,1073.0,1031.0,1044.0,6960725.0,1
2015-03-30,AAL.L,1054.0,1069.0,1032.0,1060.0,7512869.0,1
2015-03-31,AAL.L,1060.5,1072.0,1010.0,1012.0,9709191.0,1
2015-04-01,AAL.L,1010.0,1024.5,1004.5,1016.5,5902965.0,1
2015-04-02,AAL.L,1011.5,1019.0,992.4,997.0,7662642.0,1
2015-04-07,AAL.L,1018.5,1032.5,1005.5,1025.5,8116048.0,1
2015-04-08,AAL.L,1028.5,1057.0,1023.5,1026.5,7305789.0,1
2015-04-09,AAL.L,1000.0,1028.0,988.1614,1024.0,10422668.0,1
2015-04-10,AAL.L,1028.0,1034.5,1001.5,1022.0,7472847.0,1
2015-04-13,AAL.L,1009.0,1021.0,989.0,998.7,8662771.0,1
2015-04-14,AAL.L,993.8,1045.5,992.0,1039.5,9206317.0,1
2015-04-15,AAL.L,1038.0,1071.0,1034.5,1055.0,6899910.0,1
2015-04-16,AAL.L,1058.0,1065.5,1034.0,1039.0,7551623.0,1
2015-04-17,AAL.L,1035.5,1046.0,990.1577,1010.5,8298273.0,1
2015-04-20,AAL.L,1014.5,1047.0,1010.4263,1038.0,6576402.0,1
2015-04-21,AAL.L,1030.0,1035.0,1003.0,1017.0,7752086.0,1
2015-04-22,AAL.L,1026.5,1033.0,993.6,1014.0,8641977.0,1
2015-04-23,AAL.L,1010.0,1062.5,999.7,1062.0,10025400.0,1
2015-04-24,AAL.L,1066.5,1103.5,1063.0,1082.0,11244696.0,1
2015-04-27,AAL.L,1117.0,1120.0,1076.0,1103.5,8420750.0,1
2015-04-28,AAL.L,1098.0,1132.5,1082.5,1129.0,15550830.0,1
2015-04-29,AAL.L,1120.0,1145.74,1112.0,1138.5,11551485.0,1
2015-04-30,AAL.L,1138.5,1145.5,1083.5,1105.0,11647924.0,1
2015-05-01,AAL.L,1122.5,1171.5,1121.0,1165.0,6264156.0,1
2015-05-05,AAL.L,1149.0,1194.0,1134.5,1166.5,10069045.0,1
2015-05-06,AAL.L,1163.5,1188.0,1145.1607,1153.5,8347732.0,1
2015-05-07,AAL.L,1143.0,1144.5,1092.5,1107.0,10064350.0,1
2015-05-08,AAL.L,1125.5,1128.125,1099.5,1115.5,7800107.0,1
